,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare
386.0,386.0,0.0,2.0,1.0,5.0,5.0,2.0,179.0
387.0,387.0,1.0,1.0,0.0,49.0,0.0,0.0,85.0
388.0,388.0,0.0,2.0,1.0,39.0,0.0,0.0,26.0
389.0,389.0,1.0,1.0,0.0,22.0,0.0,0.0,77.0
390.0,390.0,1.0,0.0,1.0,49.0,1.0,2.0,232.0
391.0,391.0,1.0,2.0,1.0,27.0,0.0,0.0,33.0
392.0,392.0,0.0,2.0,1.0,36.0,2.0,0.0,41.0
393.0,393.0,1.0,0.0,0.0,29.0,1.0,0.0,231.0
394.0,394.0,1.0,2.0,0.0,31.0,0.0,2.0,110.0
395.0,395.0,0.0,2.0,1.0,28.0,0.0,0.0,33.0
396.0,396.0,0.0,2.0,0.0,42.0,0.0,0.0,36.0
397.0,397.0,0.0,1.0,1.0,62.0,0.0,0.0,138.0
398.0,398.0,0.0,1.0,1.0,29.0,0.0,0.0,72.0
399.0,399.0,1.0,1.0,0.0,36.0,0.0,0.0,83.0
400.0,400.0,1.0,2.0,1.0,53.0,0.0,0.0,41.0
401.0,401.0,0.0,2.0,1.0,34.0,0.0,0.0,43.0
402.0,402.0,0.0,2.0,0.0,27.0,1.0,0.0,66.0
403.0,403.0,0.0,2.0,1.0,36.0,1.0,0.0,106.0
404.0,404.0,0.0,2.0,0.0,25.0,0.0,0.0,54.0
405.0,405.0,0.0,1.0,1.0,46.0,1.0,0.0,123.0
406.0,406.0,0.0,2.0,1.0,67.0,0.0,0.0,30.0
407.0,407.0,1.0,1.0,1.0,7.0,1.0,1.0,114.0
408.0,408.0,0.0,2.0,1.0,27.0,0.0,0.0,31.0
409.0,409.0,0.0,2.0,0.0,39.0,3.0,1.0,134.0
410.0,410.0,0.0,2.0,1.0,39.0,0.0,0.0,40.0
411.0,411.0,0.0,2.0,1.0,39.0,0.0,0.0,8.0
412.0,412.0,1.0,0.0,0.0,45.0,1.0,0.0,225.0
413.0,413.0,0.0,1.0,1.0,39.0,0.0,0.0,0.0
414.0,414.0,1.0,2.0,1.0,59.0,0.0,0.0,41.0
415.0,415.0,0.0,2.0,0.0,39.0,0.0,0.0,43.0
416.0,416.0,1.0,1.0,0.0,46.0,1.0,1.0,161.0
417.0,417.0,1.0,1.0,0.0,23.0,0.0,2.0,85.0
418.0,418.0,0.0,1.0,1.0,40.0,0.0,0.0,85.0
419.0,419.0,0.0,2.0,0.0,14.0,0.0,2.0,133.0
420.0,420.0,0.0,2.0,1.0,39.0,0.0,0.0,40.0
421.0,421.0,0.0,2.0,1.0,27.0,0.0,0.0,27.0
422.0,422.0,0.0,2.0,1.0,38.0,0.0,0.0,37.0
423.0,423.0,0.0,2.0,0.0,36.0,1.0,1.0,93.0
424.0,424.0,0.0,2.0,1.0,23.0,1.0,1.0,119.0
425.0,425.0,0.0,2.0,1.0,39.0,0.0,0.0,18.0
426.0,426.0,1.0,1.0,0.0,36.0,1.0,0.0,138.0
427.0,427.0,1.0,1.0,0.0,24.0,0.0,0.0,138.0
428.0,428.0,0.0,2.0,1.0,39.0,0.0,0.0,30.0
429.0,429.0,1.0,2.0,1.0,43.0,0.0,0.0,43.0
430.0,430.0,1.0,0.0,1.0,36.0,0.0,0.0,143.0
431.0,431.0,1.0,2.0,0.0,39.0,1.0,0.0,109.0
432.0,432.0,1.0,1.0,0.0,57.0,1.0,0.0,138.0
433.0,433.0,0.0,2.0,1.0,22.0,0.0,0.0,14.0
434.0,434.0,0.0,0.0,1.0,66.0,1.0,0.0,192.0
435.0,435.0,1.0,0.0,0.0,18.0,1.0,2.0,232.0
436.0,436.0,0.0,2.0,0.0,27.0,2.0,2.0,165.0
437.0,437.0,1.0,1.0,0.0,31.0,2.0,3.0,114.0
438.0,438.0,0.0,0.0,1.0,81.0,1.0,4.0,246.0
439.0,439.0,0.0,1.0,1.0,42.0,0.0,0.0,72.0
440.0,440.0,1.0,1.0,0.0,60.0,1.0,1.0,139.0
441.0,441.0,0.0,2.0,1.0,25.0,0.0,0.0,64.0
442.0,442.0,0.0,2.0,1.0,33.0,1.0,0.0,31.0
443.0,443.0,1.0,1.0,0.0,36.0,0.0,0.0,85.0
444.0,444.0,1.0,2.0,1.0,39.0,0.0,0.0,44.0
445.0,445.0,1.0,0.0,1.0,8.0,0.0,2.0,219.0
446.0,446.0,1.0,1.0,0.0,17.0,0.0,1.0,117.0
447.0,447.0,1.0,0.0,1.0,46.0,0.0,0.0,143.0
448.0,448.0,1.0,2.0,0.0,9.0,2.0,1.0,116.0
449.0,449.0,1.0,0.0,1.0,68.0,0.0,0.0,155.0
450.0,450.0,0.0,1.0,1.0,49.0,1.0,2.0,146.0
451.0,451.0,0.0,2.0,1.0,39.0,1.0,0.0,118.0
452.0,452.0,0.0,0.0,1.0,40.0,0.0,0.0,146.0
453.0,453.0,1.0,0.0,1.0,65.0,1.0,0.0,224.0
454.0,454.0,0.0,2.0,1.0,39.0,0.0,0.0,43.0
455.0,455.0,1.0,2.0,1.0,38.0,0.0,0.0,40.0
456.0,456.0,0.0,0.0,1.0,82.0,0.0,0.0,143.0
457.0,457.0,1.0,0.0,0.0,39.0,1.0,0.0,186.0
458.0,458.0,1.0,1.0,0.0,66.0,0.0,0.0,72.0
459.0,459.0,0.0,2.0,1.0,39.0,0.0,0.0,30.0
460.0,460.0,1.0,0.0,1.0,64.0,0.0,0.0,143.0
461.0,461.0,0.0,2.0,1.0,46.0,0.0,0.0,43.0
462.0,462.0,0.0,0.0,1.0,63.0,0.0,0.0,171.0
463.0,463.0,0.0,1.0,1.0,64.0,0.0,0.0,85.0
464.0,464.0,0.0,2.0,1.0,39.0,0.0,0.0,43.0
465.0,465.0,0.0,2.0,1.0,52.0,0.0,0.0,12.0
466.0,466.0,0.0,1.0,1.0,39.0,0.0,0.0,0.0
467.0,467.0,0.0,0.0,1.0,73.0,0.0,0.0,143.0
468.0,468.0,0.0,2.0,1.0,39.0,0.0,0.0,25.0
469.0,469.0,1.0,2.0,0.0,2.0,2.0,1.0,116.0
470.0,470.0,0.0,2.0,1.0,39.0,0.0,0.0,18.0
471.0,471.0,0.0,2.0,1.0,52.0,0.0,0.0,54.0
472.0,472.0,1.0,1.0,0.0,45.0,1.0,2.0,146.0
473.0,473.0,1.0,1.0,0.0,29.0,0.0,0.0,88.0
474.0,474.0,0.0,2.0,0.0,28.0,0.0,0.0,67.0
475.0,475.0,0.0,0.0,1.0,39.0,0.0,0.0,187.0
476.0,476.0,0.0,1.0,1.0,46.0,1.0,0.0,123.0
477.0,477.0,0.0,2.0,1.0,38.0,1.0,0.0,11.0
478.0,478.0,0.0,2.0,1.0,28.0,0.0,0.0,21.0
479.0,479.0,1.0,2.0,0.0,6.0,0.0,1.0,79.0
480.0,480.0,0.0,2.0,1.0,13.0,5.0,2.0,179.0
481.0,481.0,0.0,1.0,1.0,39.0,0.0,0.0,0.0
482.0,482.0,0.0,2.0,1.0,66.0,0.0,0.0,43.0
483.0,483.0,1.0,2.0,0.0,80.0,0.0,0.0,65.0
484.0,484.0,1.0,0.0,1.0,33.0,1.0,0.0,226.0
485.0,485.0,0.0,2.0,0.0,39.0,3.0,1.0,134.0
486.0,486.0,1.0,0.0,0.0,48.0,1.0,0.0,225.0
487.0,487.0,0.0,0.0,1.0,75.0,0.0,0.0,152.0
488.0,488.0,0.0,2.0,1.0,40.0,0.0,0.0,43.0
489.0,489.0,1.0,2.0,1.0,13.0,1.0,1.0,107.0
490.0,490.0,0.0,2.0,1.0,39.0,1.0,0.0,118.0
491.0,491.0,0.0,2.0,1.0,27.0,0.0,0.0,18.0
492.0,492.0,0.0,0.0,1.0,71.0,0.0,0.0,155.0
493.0,493.0,0.0,0.0,1.0,86.0,0.0,0.0,182.0
494.0,494.0,0.0,2.0,1.0,27.0,0.0,0.0,43.0
495.0,495.0,0.0,2.0,1.0,39.0,0.0,0.0,95.0
496.0,496.0,1.0,0.0,0.0,70.0,1.0,0.0,214.0
497.0,497.0,0.0,2.0,1.0,39.0,0.0,0.0,100.0
498.0,498.0,0.0,0.0,0.0,33.0,1.0,2.0,237.0
499.0,499.0,0.0,2.0,1.0,31.0,0.0,0.0,33.0
500.0,500.0,0.0,2.0,1.0,22.0,0.0,0.0,54.0
501.0,501.0,0.0,2.0,0.0,27.0,0.0,0.0,30.0
502.0,502.0,0.0,2.0,0.0,39.0,0.0,0.0,23.0
503.0,503.0,0.0,2.0,0.0,51.0,0.0,0.0,65.0
504.0,504.0,1.0,0.0,0.0,21.0,0.0,0.0,223.0
505.0,505.0,0.0,0.0,1.0,23.0,1.0,0.0,229.0
506.0,506.0,1.0,1.0,0.0,45.0,0.0,2.0,138.0
507.0,507.0,1.0,0.0,1.0,39.0,0.0,0.0,143.0
508.0,508.0,0.0,2.0,1.0,36.0,0.0,0.0,128.0
509.0,509.0,1.0,2.0,1.0,34.0,0.0,0.0,193.0
510.0,510.0,1.0,2.0,1.0,38.0,0.0,0.0,30.0
511.0,511.0,0.0,2.0,1.0,39.0,0.0,0.0,43.0
512.0,512.0,1.0,0.0,1.0,49.0,0.0,0.0,141.0
513.0,513.0,1.0,0.0,0.0,70.0,1.0,0.0,197.0
514.0,514.0,0.0,2.0,1.0,31.0,0.0,0.0,20.0
515.0,515.0,0.0,0.0,1.0,63.0,0.0,0.0,164.0
516.0,516.0,1.0,1.0,0.0,46.0,0.0,0.0,72.0
517.0,517.0,0.0,2.0,1.0,39.0,0.0,0.0,133.0
518.0,518.0,1.0,1.0,0.0,49.0,1.0,0.0,138.0
519.0,519.0,0.0,2.0,1.0,43.0,0.0,0.0,40.0
520.0,520.0,1.0,0.0,0.0,40.0,0.0,0.0,227.0
521.0,521.0,0.0,2.0,1.0,28.0,0.0,0.0,40.0
522.0,522.0,0.0,2.0,1.0,39.0,0.0,0.0,16.0
523.0,523.0,1.0,0.0,0.0,59.0,0.0,1.0,196.0
524.0,524.0,0.0,2.0,1.0,39.0,0.0,0.0,17.0
525.0,525.0,0.0,2.0,1.0,55.0,0.0,0.0,30.0
526.0,526.0,1.0,1.0,0.0,66.0,0.0,0.0,72.0
527.0,527.0,0.0,0.0,1.0,39.0,0.0,0.0,242.0
528.0,528.0,0.0,2.0,1.0,53.0,0.0,0.0,41.0
529.0,529.0,0.0,1.0,1.0,29.0,2.0,1.0,76.0
530.0,530.0,1.0,1.0,0.0,6.0,1.0,1.0,138.0
531.0,531.0,0.0,2.0,1.0,39.0,0.0,0.0,17.0
532.0,532.0,0.0,2.0,1.0,22.0,1.0,1.0,17.0
533.0,533.0,1.0,2.0,0.0,39.0,0.0,2.0,127.0
534.0,534.0,0.0,2.0,0.0,40.0,0.0,0.0,54.0
535.0,535.0,1.0,1.0,0.0,11.0,0.0,2.0,139.0
536.0,536.0,0.0,0.0,1.0,60.0,0.0,0.0,143.0
537.0,537.0,1.0,0.0,0.0,40.0,0.0,0.0,228.0
538.0,538.0,0.0,2.0,1.0,39.0,0.0,0.0,96.0
539.0,539.0,1.0,0.0,0.0,28.0,0.0,2.0,181.0
540.0,540.0,1.0,0.0,0.0,49.0,0.0,2.0,206.0
541.0,541.0,0.0,2.0,0.0,13.0,4.0,2.0,158.0
542.0,542.0,0.0,2.0,0.0,15.0,4.0,2.0,158.0
543.0,543.0,1.0,1.0,1.0,43.0,1.0,0.0,138.0
544.0,544.0,0.0,0.0,1.0,66.0,1.0,0.0,228.0
545.0,545.0,0.0,0.0,1.0,81.0,0.0,0.0,138.0
546.0,546.0,1.0,1.0,0.0,24.0,1.0,0.0,138.0
547.0,547.0,1.0,1.0,1.0,39.0,0.0,0.0,90.0
548.0,548.0,0.0,2.0,1.0,45.0,1.0,1.0,121.0
549.0,549.0,1.0,1.0,1.0,12.0,1.0,1.0,169.0
550.0,550.0,1.0,0.0,1.0,22.0,0.0,2.0,230.0
551.0,551.0,0.0,1.0,1.0,35.0,0.0,0.0,138.0
552.0,552.0,0.0,2.0,1.0,39.0,0.0,0.0,35.0
553.0,553.0,1.0,2.0,1.0,28.0,0.0,0.0,16.0
554.0,554.0,1.0,2.0,0.0,28.0,0.0,0.0,31.0
555.0,555.0,0.0,0.0,1.0,79.0,0.0,0.0,143.0
556.0,556.0,1.0,0.0,0.0,64.0,1.0,0.0,174.0
557.0,557.0,0.0,0.0,1.0,39.0,0.0,0.0,243.0
558.0,558.0,1.0,0.0,0.0,53.0,1.0,1.0,217.0
559.0,559.0,1.0,2.0,0.0,49.0,1.0,0.0,111.0
560.0,560.0,0.0,2.0,1.0,39.0,0.0,0.0,30.0
561.0,561.0,0.0,2.0,1.0,54.0,0.0,0.0,40.0
562.0,562.0,0.0,1.0,1.0,36.0,0.0,0.0,87.0
563.0,563.0,0.0,2.0,1.0,39.0,0.0,0.0,43.0
564.0,564.0,0.0,2.0,0.0,39.0,0.0,0.0,43.0
565.0,565.0,0.0,2.0,1.0,31.0,2.0,0.0,133.0
566.0,566.0,0.0,2.0,1.0,24.0,0.0,0.0,40.0
567.0,567.0,0.0,2.0,0.0,38.0,0.0,4.0,124.0
568.0,568.0,0.0,2.0,1.0,39.0,0.0,0.0,17.0
569.0,569.0,1.0,2.0,1.0,43.0,0.0,0.0,36.0
570.0,570.0,1.0,1.0,1.0,79.0,0.0,0.0,72.0
571.0,571.0,1.0,0.0,0.0,69.0,2.0,0.0,185.0
572.0,572.0,1.0,0.0,1.0,49.0,0.0,0.0,142.0
573.0,573.0,1.0,2.0,0.0,39.0,0.0,0.0,30.0
574.0,574.0,0.0,2.0,1.0,21.0,0.0,0.0,43.0
575.0,575.0,0.0,2.0,1.0,24.0,0.0,0.0,96.0
576.0,576.0,1.0,1.0,0.0,46.0,0.0,0.0,85.0
577.0,577.0,1.0,0.0,0.0,53.0,1.0,0.0,192.0
578.0,578.0,0.0,2.0,0.0,39.0,1.0,0.0,95.0
579.0,579.0,1.0,2.0,1.0,43.0,0.0,0.0,41.0
580.0,580.0,1.0,1.0,0.0,33.0,1.0,1.0,153.0
581.0,581.0,1.0,0.0,0.0,53.0,1.0,1.0,230.0
582.0,582.0,0.0,1.0,1.0,70.0,0.0,0.0,138.0
583.0,583.0,0.0,0.0,1.0,49.0,0.0,0.0,176.0
584.0,584.0,0.0,2.0,1.0,39.0,0.0,0.0,56.0
585.0,585.0,1.0,0.0,0.0,23.0,0.0,2.0,217.0
586.0,586.0,0.0,1.0,1.0,63.0,0.0,0.0,97.0
587.0,587.0,1.0,0.0,1.0,77.0,1.0,1.0,216.0
588.0,588.0,0.0,2.0,1.0,28.0,0.0,0.0,43.0
589.0,589.0,0.0,2.0,1.0,39.0,0.0,0.0,43.0
590.0,590.0,0.0,2.0,1.0,48.0,0.0,0.0,14.0
591.0,591.0,1.0,0.0,0.0,68.0,1.0,0.0,214.0
592.0,592.0,0.0,2.0,1.0,63.0,0.0,0.0,18.0
593.0,593.0,0.0,2.0,0.0,39.0,0.0,2.0,30.0
594.0,594.0,0.0,1.0,1.0,51.0,1.0,0.0,138.0
595.0,595.0,0.0,2.0,1.0,49.0,1.0,1.0,133.0
596.0,596.0,1.0,1.0,0.0,39.0,0.0,0.0,162.0
597.0,597.0,0.0,2.0,1.0,65.0,0.0,0.0,0.0
598.0,598.0,0.0,2.0,1.0,39.0,0.0,0.0,16.0
599.0,599.0,1.0,0.0,1.0,65.0,1.0,0.0,194.0
600.0,600.0,1.0,1.0,0.0,31.0,2.0,1.0,144.0
601.0,601.0,0.0,2.0,1.0,39.0,0.0,0.0,40.0
602.0,602.0,0.0,0.0,1.0,39.0,0.0,0.0,178.0
603.0,603.0,0.0,2.0,1.0,59.0,0.0,0.0,43.0
604.0,604.0,1.0,0.0,1.0,48.0,0.0,0.0,143.0
605.0,605.0,0.0,2.0,1.0,49.0,1.0,0.0,103.0
606.0,606.0,0.0,2.0,1.0,40.0,0.0,0.0,40.0
607.0,607.0,1.0,0.0,1.0,35.0,0.0,0.0,155.0
608.0,608.0,1.0,1.0,0.0,28.0,1.0,2.0,177.0
609.0,609.0,1.0,0.0,0.0,54.0,0.0,0.0,238.0
610.0,610.0,0.0,2.0,0.0,53.0,1.0,5.0,158.0
611.0,611.0,0.0,2.0,1.0,39.0,0.0,0.0,12.0
612.0,612.0,1.0,2.0,0.0,39.0,1.0,0.0,102.0
613.0,613.0,0.0,2.0,1.0,39.0,0.0,0.0,30.0
614.0,614.0,0.0,2.0,1.0,48.0,0.0,0.0,43.0
615.0,615.0,1.0,1.0,0.0,31.0,1.0,2.0,202.0
616.0,616.0,0.0,2.0,1.0,46.0,1.0,1.0,93.0
617.0,617.0,0.0,2.0,0.0,34.0,1.0,0.0,109.0
618.0,618.0,1.0,1.0,0.0,8.0,2.0,1.0,172.0
619.0,619.0,0.0,1.0,1.0,34.0,0.0,0.0,72.0
620.0,620.0,0.0,2.0,1.0,35.0,1.0,0.0,94.0
621.0,621.0,1.0,0.0,1.0,57.0,1.0,0.0,188.0
622.0,622.0,1.0,2.0,1.0,25.0,1.0,1.0,104.0
623.0,623.0,0.0,2.0,1.0,27.0,0.0,0.0,36.0
624.0,624.0,0.0,2.0,1.0,27.0,0.0,0.0,109.0
625.0,625.0,0.0,0.0,1.0,78.0,0.0,0.0,160.0
626.0,626.0,0.0,1.0,1.0,74.0,0.0,0.0,80.0
627.0,627.0,1.0,0.0,0.0,27.0,0.0,0.0,213.0
628.0,628.0,0.0,2.0,1.0,34.0,0.0,0.0,40.0
629.0,629.0,0.0,2.0,1.0,39.0,0.0,0.0,27.0
630.0,630.0,1.0,0.0,1.0,88.0,0.0,0.0,153.0
631.0,631.0,0.0,2.0,1.0,67.0,0.0,0.0,13.0
632.0,632.0,1.0,0.0,1.0,43.0,0.0,0.0,155.0
633.0,633.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0
634.0,634.0,0.0,2.0,0.0,13.0,3.0,2.0,147.0
635.0,635.0,1.0,1.0,0.0,36.0,0.0,0.0,85.0
636.0,636.0,0.0,2.0,1.0,43.0,0.0,0.0,41.0
637.0,637.0,0.0,1.0,1.0,42.0,1.0,1.0,139.0
638.0,638.0,0.0,2.0,0.0,56.0,0.0,5.0,175.0
639.0,639.0,0.0,2.0,1.0,39.0,1.0,0.0,109.0
640.0,640.0,0.0,2.0,1.0,25.0,0.0,0.0,36.0
641.0,641.0,1.0,0.0,0.0,31.0,0.0,0.0,204.0
642.0,642.0,0.0,2.0,0.0,6.0,3.0,2.0,147.0
643.0,643.0,1.0,2.0,1.0,39.0,0.0,0.0,193.0
644.0,644.0,1.0,2.0,0.0,2.0,2.0,1.0,116.0
645.0,645.0,1.0,0.0,1.0,64.0,1.0,0.0,211.0
646.0,646.0,0.0,2.0,1.0,24.0,0.0,0.0,40.0
647.0,647.0,1.0,0.0,1.0,73.0,0.0,0.0,168.0
648.0,648.0,0.0,2.0,1.0,39.0,0.0,0.0,22.0
649.0,649.0,1.0,2.0,0.0,29.0,0.0,0.0,22.0
650.0,650.0,0.0,2.0,1.0,39.0,0.0,0.0,40.0
651.0,651.0,1.0,1.0,0.0,23.0,0.0,1.0,129.0
652.0,652.0,0.0,2.0,1.0,27.0,0.0,0.0,50.0
653.0,653.0,1.0,2.0,0.0,39.0,0.0,0.0,35.0
654.0,654.0,0.0,2.0,0.0,23.0,0.0,0.0,7.0
655.0,655.0,0.0,1.0,1.0,31.0,2.0,0.0,208.0
656.0,656.0,0.0,2.0,1.0,39.0,0.0,0.0,40.0
657.0,657.0,0.0,2.0,0.0,43.0,1.0,1.0,102.0
658.0,658.0,0.0,1.0,1.0,29.0,0.0,0.0,85.0
659.0,659.0,0.0,0.0,1.0,75.0,0.0,2.0,231.0
660.0,660.0,1.0,0.0,1.0,66.0,2.0,0.0,233.0
661.0,661.0,0.0,2.0,1.0,54.0,0.0,0.0,16.0
662.0,662.0,0.0,0.0,1.0,63.0,0.0,0.0,135.0
663.0,663.0,0.0,2.0,1.0,49.0,0.0,0.0,20.0
664.0,664.0,1.0,2.0,1.0,25.0,1.0,0.0,41.0
665.0,665.0,0.0,1.0,1.0,43.0,2.0,0.0,208.0
666.0,666.0,0.0,1.0,1.0,33.0,0.0,0.0,85.0
667.0,667.0,0.0,2.0,1.0,39.0,0.0,0.0,31.0
668.0,668.0,0.0,2.0,1.0,58.0,0.0,0.0,43.0
669.0,669.0,1.0,0.0,0.0,39.0,1.0,0.0,187.0
670.0,670.0,1.0,1.0,0.0,54.0,1.0,1.0,172.0
671.0,671.0,0.0,0.0,1.0,42.0,1.0,0.0,187.0
672.0,672.0,0.0,1.0,1.0,84.0,0.0,0.0,72.0
673.0,673.0,1.0,1.0,1.0,42.0,0.0,0.0,85.0
674.0,674.0,0.0,1.0,1.0,39.0,0.0,0.0,0.0
675.0,675.0,0.0,2.0,1.0,23.0,0.0,0.0,31.0
676.0,676.0,0.0,2.0,1.0,32.0,0.0,0.0,43.0
677.0,677.0,1.0,2.0,0.0,23.0,0.0,0.0,68.0
678.0,678.0,0.0,2.0,0.0,58.0,1.0,6.0,179.0
679.0,679.0,1.0,0.0,1.0,49.0,0.0,1.0,247.0
680.0,680.0,0.0,2.0,0.0,39.0,0.0,0.0,45.0
681.0,681.0,1.0,0.0,1.0,35.0,0.0,0.0,211.0
682.0,682.0,0.0,2.0,1.0,25.0,0.0,0.0,60.0
683.0,683.0,0.0,2.0,1.0,18.0,5.0,2.0,179.0
684.0,684.0,0.0,1.0,1.0,77.0,1.0,1.0,172.0
685.0,685.0,0.0,1.0,1.0,33.0,1.0,2.0,177.0
686.0,686.0,0.0,2.0,1.0,18.0,4.0,1.0,175.0
687.0,687.0,0.0,2.0,1.0,24.0,0.0,0.0,70.0
688.0,688.0,0.0,2.0,1.0,23.0,0.0,0.0,33.0
689.0,689.0,1.0,0.0,0.0,20.0,0.0,1.0,240.0
690.0,690.0,1.0,0.0,1.0,42.0,1.0,0.0,195.0
691.0,691.0,1.0,2.0,0.0,8.0,0.0,1.0,86.0
692.0,692.0,1.0,2.0,1.0,39.0,0.0,0.0,193.0
693.0,693.0,0.0,2.0,1.0,33.0,0.0,0.0,16.0
694.0,694.0,0.0,0.0,1.0,77.0,0.0,0.0,143.0
695.0,695.0,0.0,1.0,1.0,68.0,0.0,0.0,87.0
696.0,696.0,0.0,2.0,1.0,59.0,0.0,0.0,43.0
697.0,697.0,1.0,2.0,0.0,39.0,0.0,0.0,27.0
698.0,698.0,0.0,0.0,1.0,65.0,1.0,1.0,230.0
699.0,699.0,0.0,2.0,1.0,57.0,0.0,0.0,24.0
700.0,700.0,1.0,0.0,0.0,23.0,1.0,0.0,243.0
701.0,701.0,1.0,0.0,1.0,48.0,0.0,0.0,141.0
702.0,702.0,0.0,2.0,0.0,23.0,0.0,1.0,94.0
703.0,703.0,0.0,2.0,1.0,33.0,0.0,0.0,29.0
704.0,704.0,0.0,2.0,1.0,34.0,1.0,0.0,36.0
705.0,705.0,0.0,1.0,1.0,53.0,0.0,0.0,138.0
706.0,706.0,1.0,1.0,0.0,60.0,0.0,0.0,87.0
707.0,707.0,1.0,0.0,1.0,57.0,0.0,0.0,141.0
708.0,708.0,1.0,0.0,0.0,28.0,0.0,0.0,237.0
709.0,709.0,1.0,2.0,1.0,39.0,1.0,1.0,101.0
710.0,710.0,1.0,0.0,0.0,31.0,0.0,0.0,182.0
711.0,711.0,0.0,0.0,1.0,39.0,0.0,0.0,143.0
712.0,712.0,1.0,0.0,1.0,64.0,1.0,0.0,187.0
713.0,713.0,0.0,2.0,1.0,38.0,0.0,0.0,63.0
714.0,714.0,0.0,1.0,1.0,68.0,0.0,0.0,85.0
715.0,715.0,0.0,2.0,1.0,24.0,0.0,0.0,24.0
716.0,716.0,1.0,0.0,0.0,52.0,0.0,0.0,243.0
717.0,717.0,1.0,1.0,0.0,35.0,0.0,0.0,72.0
718.0,718.0,0.0,2.0,1.0,39.0,0.0,0.0,102.0
719.0,719.0,0.0,2.0,1.0,45.0,0.0,0.0,31.0
720.0,720.0,1.0,1.0,0.0,10.0,0.0,1.0,162.0
721.0,721.0,0.0,2.0,1.0,22.0,1.0,0.0,13.0
722.0,722.0,0.0,1.0,1.0,46.0,0.0,0.0,85.0
723.0,723.0,0.0,1.0,1.0,66.0,0.0,0.0,85.0
724.0,724.0,1.0,0.0,1.0,35.0,1.0,0.0,189.0
725.0,725.0,0.0,2.0,1.0,25.0,0.0,0.0,54.0
726.0,726.0,1.0,1.0,0.0,40.0,3.0,0.0,123.0
727.0,727.0,1.0,2.0,0.0,39.0,0.0,0.0,28.0
728.0,728.0,0.0,1.0,1.0,33.0,1.0,0.0,138.0
729.0,729.0,0.0,2.0,0.0,33.0,1.0,0.0,41.0
730.0,730.0,1.0,0.0,0.0,38.0,0.0,0.0,240.0
731.0,731.0,0.0,2.0,1.0,15.0,0.0,0.0,115.0
732.0,732.0,0.0,1.0,1.0,39.0,0.0,0.0,0.0
733.0,733.0,0.0,1.0,1.0,29.0,0.0,0.0,85.0
734.0,734.0,0.0,1.0,1.0,29.0,0.0,0.0,85.0
735.0,735.0,0.0,2.0,1.0,37.0,0.0,0.0,109.0
736.0,736.0,0.0,2.0,0.0,64.0,1.0,3.0,165.0
737.0,737.0,1.0,0.0,1.0,48.0,0.0,0.0,247.0
738.0,738.0,0.0,2.0,1.0,39.0,0.0,0.0,40.0
739.0,739.0,0.0,2.0,1.0,39.0,0.0,0.0,40.0
740.0,740.0,1.0,0.0,1.0,39.0,0.0,0.0,153.0
741.0,741.0,0.0,0.0,1.0,49.0,1.0,0.0,215.0
742.0,742.0,1.0,0.0,0.0,27.0,2.0,2.0,245.0
743.0,743.0,0.0,2.0,1.0,31.0,1.0,0.0,109.0
744.0,744.0,1.0,2.0,1.0,42.0,0.0,0.0,41.0
745.0,745.0,0.0,0.0,1.0,84.0,1.0,1.0,206.0
746.0,746.0,0.0,2.0,1.0,21.0,1.0,1.0,120.0
747.0,747.0,1.0,1.0,0.0,40.0,0.0,0.0,85.0
748.0,748.0,0.0,0.0,1.0,24.0,1.0,0.0,189.0
749.0,749.0,0.0,2.0,1.0,42.0,0.0,0.0,30.0
750.0,750.0,1.0,1.0,0.0,8.0,1.0,1.0,129.0
751.0,751.0,1.0,2.0,1.0,10.0,0.0,1.0,81.0
752.0,752.0,0.0,2.0,1.0,45.0,0.0,0.0,64.0
753.0,753.0,0.0,2.0,1.0,29.0,0.0,0.0,40.0
754.0,754.0,1.0,1.0,0.0,64.0,1.0,2.0,202.0
755.0,755.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0
756.0,756.0,0.0,2.0,1.0,36.0,0.0,0.0,33.0
757.0,757.0,0.0,1.0,1.0,23.0,0.0,0.0,76.0
758.0,758.0,0.0,2.0,1.0,46.0,0.0,0.0,43.0
759.0,759.0,1.0,0.0,0.0,45.0,0.0,0.0,223.0
760.0,760.0,0.0,2.0,1.0,39.0,0.0,0.0,96.0
761.0,761.0,0.0,2.0,1.0,56.0,0.0,0.0,14.0
762.0,762.0,1.0,2.0,1.0,25.0,0.0,0.0,17.0
763.0,763.0,1.0,0.0,0.0,49.0,1.0,2.0,232.0
764.0,764.0,0.0,2.0,1.0,21.0,0.0,0.0,31.0
765.0,765.0,1.0,0.0,0.0,67.0,1.0,0.0,213.0
766.0,766.0,0.0,0.0,1.0,39.0,0.0,0.0,174.0
767.0,767.0,0.0,2.0,0.0,41.0,0.0,0.0,30.0
768.0,768.0,0.0,2.0,1.0,39.0,1.0,0.0,133.0
769.0,769.0,0.0,2.0,1.0,43.0,0.0,0.0,48.0
770.0,770.0,0.0,2.0,1.0,31.0,0.0,0.0,64.0
771.0,771.0,0.0,2.0,1.0,64.0,0.0,0.0,36.0
772.0,772.0,0.0,1.0,0.0,74.0,0.0,0.0,72.0
